monthly_income,total_debt,num_credit_cards,payment_history,employment_years,age_group,marital_status,good_credit
7212.0,28072.0,0,0.516,21,3,1,1
4705.0,13214.0,5,0.832,8,2,2,1
5514.0,13291.0,6,0.639,13,3,0,1
6288.0,4993.0,6,0.702,2,3,1,1
4105.0,2454.0,6,0.996,9,3,1,1
7322.0,18432.0,9,0.577,5,3,2,0
3308.0,29811.0,7,0.764,5,1,0,0
7407.0,15963.0,7,0.986,3,2,1,1
2643.0,2104.0,3,0.838,19,3,2,1
5392.0,17687.0,0,0.571,17,3,0,1
5097.0,8029.0,8,0.506,5,3,2,0
4675.0,16160.0,1,0.556,22,2,0,1
5934.0,28321.0,0,0.93,9,2,2,1
3532.0,11051.0,0,0.862,15,3,1,1
8103.0,12572.0,0,0.531,18,3,1,1
2302.0,17135.0,8,0.812,7,2,2,0
9874.0,2869.0,3,0.624,16,3,0,1
3152.0,6327.0,8,0.795,12,3,1,1
5068.0,23537.0,3,0.786,24,2,0,1
1928.0,27899.0,9,0.761,0,1,1,0
5040.0,12134.0,2,0.528,0,2,0,1
4163.0,1864.0,1,0.599,20,1,0,1
6042.0,12020.0,1,0.523,8,2,1,1
4195.0,19938.0,3,0.762,20,3,2,1
5124.0,6986.0,2,0.856,19,3,1,1
4096.0,32284.0,1,0.654,28,3,0,1
4827.0,6672.0,6,0.598,14,1,0,0
5523.0,23038.0,0,0.84,6,3,1,1
6553.0,7004.0,2,0.649,24,2,0,1
4827.0,36405.0,3,0.584,26,2,1,1
5252.0,257.0,5,0.661,10,2,1,1
3957.0,5884.0,9,0.865,26,3,0,1
4821.0,19814.0,0,0.548,9,2,0,1
1376.0,14731.0,5,0.506,27,3,2,0
4091.0,0.0,3,0.648,1,3,1,1
4217.0,0.0,0,0.663,7,2,2,1
2250.0,18139.0,0,0.827,18,2,2,1
3761.0,13891.0,4,0.792,25,3,0,1
5263.0,12369.0,1,0.767,27,3,0,1
3768.0,906.0,4,0.794,23,3,2,1
4711.0,13701.0,3,0.561,12,1,1,0
3301.0,73.0,6,0.579,0,3,1,0
3110.0,0.0,1,0.795,6,2,0,1
5248.0,5978.0,9,0.53,9,1,2,0
6353.0,15762.0,6,0.738,0,2,2,0
1824.0,29694.0,4,0.618,26,2,0,0
7666.0,0.0,3,0.915,12,1,0,1
5265.0,16074.0,7,0.916,12,2,0,1
5338.0,8862.0,7,0.523,13,3,2,1
2782.0,3126.0,9,0.614,7,3,2,0
3665.0,13814.0,1,0.943,7,3,0,1
3837.0,13548.0,2,0.69,19,3,2,1
1702.0,27013.0,5,0.609,24,3,2,0
3104.0,21977.0,7,0.711,28,3,0,0
5787.0,14012.0,6,0.521,28,1,1,1
5204.0,5963.0,0,0.752,29,2,0,1
6467.0,22597.0,9,0.747,12,3,1,1
4051.0,22437.0,2,0.758,7,3,0,1
800.0,13258.0,5,0.525,6,1,2,0
5103.0,0.0,9,0.838,28,2,2,1
2339.0,27329.0,2,0.782,23,1,1,0
5013.0,8083.0,2,0.527,15,1,1,1
2495.0,16589.0,5,0.824,18,2,0,1
3847.0,19854.0,8,0.931,8,2,2,0
9410.0,16304.0,7,0.622,4,2,1,1
4227.0,18744.0,8,0.95,11,1,0,0
4655.0,12816.0,6,0.632,2,1,1,0
5910.0,18955.0,8,0.782,26,2,2,1
5698.0,5649.0,7,0.954,2,2,0,1
1689.0,29963.0,5,0.961,10,2,1,0
8677.0,21564.0,7,0.586,13,3,1,1
6354.0,17727.0,6,0.536,14,2,2,1
4192.0,0.0,3,0.732,22,1,2,1
4314.0,7775.0,5,0.578,24,3,1,1
8621.0,9459.0,9,0.869,6,3,0,1
2089.0,17573.0,6,0.685,18,3,0,0
800.0,26443.0,6,0.762,26,1,2,0
2468.0,22460.0,9,0.96,16,1,2,0
4983.0,7122.0,9,0.786,2,2,0,1
1979.0,13560.0,2,0.637,5,3,0,0
9507.0,0.0,7,0.98,6,3,0,1
6115.0,21333.0,2,0.643,7,1,2,0
3066.0,28320.0,2,0.738,14,1,2,0
4618.0,17903.0,2,0.736,20,2,2,1
5203.0,25441.0,7,0.519,6,2,0,0
6889.0,21136.0,6,0.608,18,1,2,0
3462.0,872.0,0,0.573,15,2,0,1
6335.0,559.0,2,0.505,11,2,2,0
4925.0,21894.0,9,0.957,10,3,1,1
3826.0,21548.0,5,0.629,6,1,2,0
3900.0,40125.0,0,0.905,19,3,0,1
2348.0,7973.0,5,0.912,12,1,1,0
5841.0,20803.0,0,0.838,28,2,1,1
800.0,15702.0,2,0.867,3,1,2,0
5400.0,27912.0,8,0.665,14,2,2,0
4803.0,14806.0,2,0.832,17,2,0,1
6213.0,6862.0,4,0.708,28,3,2,1
3346.0,22040.0,3,0.927,17,2,2,0
5855.0,27570.0,3,0.916,24,2,1,1
6029.0,22798.0,1,0.794,2,2,1,1
3504.0,13907.0,7,0.587,12,3,1,0
4541.0,12537.0,6,0.862,23,3,1,1
2701.0,13922.0,0,0.979,11,1,1,0
5970.0,10207.0,5,0.834,7,1,1,1
5880.0,8992.0,1,0.581,21,3,0,1
5934.0,19330.0,6,0.684,27,2,2,1
3864.0,31418.0,1,0.539,8,1,0,0
4502.0,23988.0,9,0.745,17,1,1,0
5848.0,16380.0,2,0.816,12,2,1,1
6374.0,20868.0,0,0.991,28,1,0,1
4621.0,11860.0,0,0.534,11,2,0,1
1660.0,28813.0,0,0.986,17,1,2,0
1910.0,19889.0,5,0.927,22,3,0,0
2844.0,0.0,7,0.905,27,1,2,1
4376.0,4806.0,8,0.934,3,2,0,1
1224.0,14954.0,2,0.863,22,2,2,0
7549.0,6081.0,9,0.89,12,3,2,1
1317.0,16607.0,0,0.916,29,1,2,0
3068.0,5498.0,0,0.767,24,3,1,1
7084.0,4809.0,0,0.703,20,2,1,1
1881.0,15850.0,5,0.54,18,1,1,0
8786.0,29131.0,5,0.828,12,2,1,1
800.0,19750.0,6,0.713,15,2,2,0
1799.0,16100.0,7,0.848,22,3,0,1
7434.0,19689.0,2,0.984,11,1,1,1
6475.0,19182.0,7,0.97,2,2,1,1
6875.0,7044.0,7,0.716,28,2,1,1
6300.0,29999.0,5,0.65,14,1,2,0
3450.0,6736.0,5,0.957,4,3,0,1
6290.0,0.0,5,0.673,17,2,1,1
4111.0,21422.0,4,0.508,8,2,1,0
5445.0,17918.0,3,0.994,20,1,2,1
4518.0,33213.0,1,0.617,21,2,2,1
8387.0,1714.0,2,0.642,28,2,0,1
4487.0,0.0,3,0.731,25,2,0,1
6344.0,6766.0,1,0.638,3,3,0,1
3976.0,6025.0,0,0.799,26,3,1,1
4339.0,7348.0,1,0.678,13,2,0,1
5131.0,20464.0,3,0.625,11,3,1,0
3306.0,11410.0,3,0.847,8,3,0,1
7586.0,28667.0,4,0.716,20,3,2,1
4171.0,17386.0,5,0.865,25,2,1,1
4228.0,19334.0,8,0.58,14,2,0,1
5406.0,13861.0,5,0.908,18,3,0,1
6723.0,22195.0,1,0.62,27,2,1,1
4168.0,0.0,1,0.502,12,3,0,1
3420.0,14286.0,4,0.566,24,2,2,1
7129.0,11478.0,9,0.989,0,2,2,1
3485.0,15198.0,0,0.826,25,2,2,1
3364.0,22768.0,9,0.696,10,2,0,0
4397.0,29398.0,6,0.82,1,1,0,0
1239.0,11115.0,5,0.548,3,2,2,0
6763.0,9138.0,7,0.897,2,1,2,0
6120.0,17501.0,0,0.925,2,2,1,1
3765.0,30047.0,6,0.728,13,2,0,0
2201.0,19407.0,9,0.979,3,3,0,0
6115.0,12927.0,2,0.791,1,1,0,1
2413.0,25649.0,6,0.878,3,3,1,0
4229.0,8138.0,7,0.719,14,2,2,1
800.0,10856.0,4,0.898,22,1,2,0
2209.0,24066.0,5,0.637,25,2,2,0
4694.0,575.0,7,0.67,28,3,2,1
3717.0,0.0,5,0.902,2,3,2,1
5959.0,11284.0,2,0.692,3,2,2,0
3574.0,5096.0,8,0.7,16,3,0,1
3070.0,15026.0,5,0.519,29,1,1,1
4970.0,29098.0,2,0.659,28,1,2,0
4167.0,8448.0,9,0.748,10,1,2,0
2645.0,8920.0,0,0.852,5,2,1,1
6077.0,6965.0,6,0.736,21,3,1,1
6714.0,24110.0,9,0.791,18,1,0,1
2646.0,0.0,6,0.954,15,3,0,1
6581.0,21771.0,5,0.505,7,3,2,0
3622.0,11090.0,2,0.696,22,3,0,1
2879.0,28948.0,7,0.576,9,3,1,0
5132.0,3693.0,2,0.837,5,3,1,1
4721.0,13397.0,8,0.647,14,3,2,0
3996.0,21071.0,6,0.665,13,2,0,0
4270.0,18656.0,2,0.631,7,1,1,0
2571.0,8138.0,5,0.997,5,3,2,1
7128.0,14795.0,9,0.528,9,3,2,0
5479.0,3126.0,3,0.706,3,3,1,1
3370.0,32932.0,7,0.741,24,1,2,0
800.0,21226.0,4,0.893,17,3,2,0
3842.0,19344.0,8,0.831,1,3,2,0
3456.0,14850.0,2,0.631,1,2,1,0
2600.0,0.0,0,0.79,8,2,1,1
5793.0,22574.0,7,0.974,2,2,0,1
2903.0,17274.0,3,0.923,5,2,2,0
4091.0,30107.0,2,0.807,13,3,0,1
6719.0,17496.0,8,0.557,15,1,2,0
2810.0,16455.0,6,0.694,6,1,0,0
7007.0,19545.0,3,0.988,2,2,0,1
800.0,8587.0,2,0.944,0,1,2,0
5149.0,36390.0,4,0.977,23,3,1,1
5932.0,7761.0,7,0.659,10,2,0,1
5791.0,14767.0,6,0.775,28,1,1,1
2223.0,38247.0,2,0.772,5,3,2,0
3713.0,17087.0,8,0.977,14,2,2,0
4842.0,3877.0,7,0.77,20,1,2,0
5100.0,2718.0,9,0.951,25,2,1,1
3956.0,9500.0,6,0.965,20,1,1,1
1535.0,11380.0,0,0.768,14,2,2,0
6941.0,5094.0,7,0.988,27,1,1,1
5308.0,10477.0,4,0.776,10,3,2,1
3818.0,15046.0,2,0.667,5,1,0,0
800.0,18890.0,2,0.966,7,1,1,0
4153.0,11991.0,5,0.503,21,3,2,1
7625.0,26577.0,1,0.79,17,2,0,1
5442.0,17252.0,9,0.884,22,1,1,0
800.0,7095.0,3,0.728,27,1,0,0
9809.0,24650.0,2,0.851,3,1,1,0
4810.0,20818.0,1,0.645,0,1,0,0
6403.0,16366.0,0,0.971,1,1,2,0
4720.0,8875.0,8,0.507,12,1,2,0
2384.0,16136.0,9,0.954,16,3,1,0
4702.0,22904.0,7,0.583,1,1,2,0
992.0,1403.0,1,0.622,27,2,2,1
5212.0,0.0,2,0.777,29,2,1,1
4949.0,160.0,8,0.711,9,2,1,1
2984.0,5258.0,3,0.55,11,3,0,1
11091.0,4381.0,2,0.735,10,2,1,1
5172.0,21754.0,6,0.873,18,1,2,0
3080.0,24905.0,2,0.873,11,3,0,1
7825.0,12080.0,7,0.735,17,2,0,1
7988.0,17610.0,3,0.969,20,1,2,1
1887.0,4350.0,6,0.753,13,3,1,1
5458.0,4790.0,0,0.559,23,2,0,1
3263.0,17123.0,1,0.98,20,1,2,1
2798.0,3894.0,2,0.891,18,2,2,1
3204.0,7450.0,6,0.976,29,3,1,1
6714.0,15730.0,5,0.771,1,2,2,0
5451.0,4122.0,2,0.655,3,1,2,0
5774.0,12100.0,8,0.506,18,3,1,1
5042.0,7517.0,1,0.667,24,1,2,0
5048.0,26909.0,3,0.96,5,1,0,0
4850.0,0.0,8,0.852,17,1,1,1
4166.0,12536.0,4,0.918,14,3,1,1
1982.0,9391.0,4,0.599,4,2,0,0
6117.0,32113.0,9,0.855,3,2,1,0
4395.0,13385.0,6,0.58,27,3,1,1
6443.0,16362.0,7,0.991,6,1,2,1
3336.0,24581.0,0,0.937,15,1,0,0
4110.0,13442.0,3,0.776,0,2,2,0
2689.0,13904.0,8,0.727,21,3,2,0
8103.0,16102.0,8,0.836,9,3,2,1
6486.0,18056.0,9,0.858,18,2,1,1
5850.0,0.0,0,0.755,3,1,0,1
5216.0,23455.0,7,0.911,28,3,1,1
3648.0,20340.0,1,0.86,14,3,1,1
4790.0,14179.0,8,0.571,16,3,0,0
2308.0,6171.0,6,0.666,13,2,1,1
4504.0,11067.0,8,0.906,16,1,1,0
1767.0,13270.0,2,0.857,9,1,1,0
3930.0,19207.0,6,0.649,3,2,0,0
5016.0,13354.0,5,0.772,16,2,2,1
4397.0,5079.0,8,0.807,27,1,0,1
4231.0,7852.0,4,0.867,4,1,2,0
800.0,13953.0,9,0.729,13,3,0,0
5730.0,9558.0,4,0.617,1,1,2,0
800.0,27946.0,4,0.517,17,1,2,0
867.0,22816.0,1,0.954,16,2,1,0
7082.0,10509.0,5,0.575,14,2,1,1
7136.0,17526.0,4,0.678,17,1,2,1
9472.0,8183.0,9,0.747,26,3,1,1
6215.0,0.0,4,0.77,20,2,1,1
4252.0,15669.0,4,0.75,24,1,2,0
5812.0,1206.0,4,0.828,17,2,1,1
2791.0,9669.0,0,0.716,5,3,2,0
2012.0,8174.0,9,0.726,8,2,2,0
1744.0,22334.0,0,0.872,9,1,0,0
5545.0,5840.0,6,0.521,29,2,2,1
2475.0,32115.0,5,0.879,24,1,1,0
2169.0,21140.0,2,0.635,20,1,2,0
8365.0,23767.0,6,0.586,5,2,0,0
2117.0,16812.0,2,0.921,10,1,2,0
5069.0,14966.0,5,0.871,11,3,1,1
800.0,26410.0,8,0.806,18,2,0,0
4115.0,19567.0,0,0.639,25,3,1,1
3657.0,23247.0,8,0.532,24,3,2,0
1556.0,9585.0,2,0.74,18,1,0,0
8237.0,27617.0,6,0.661,3,3,1,1
4657.0,29901.0,3,0.679,1,2,1,0
4773.0,29713.0,6,0.739,10,3,1,1
7266.0,19711.0,9,0.847,23,1,1,1
4266.0,6872.0,6,0.692,28,3,2,1
800.0,23717.0,7,0.602,8,2,0,0
1986.0,15580.0,5,0.756,18,1,2,0
4687.0,18134.0,7,0.581,16,2,2,0
5544.0,14633.0,8,0.881,29,1,2,1
4720.0,15036.0,3,0.507,1,2,1,0
4796.0,13050.0,5,0.953,23,1,2,0
4624.0,7823.0,3,0.809,2,1,2,0
3760.0,14565.0,2,0.99,7,2,1,1
5657.0,29608.0,9,0.946,23,2,0,1
7406.0,19300.0,8,0.924,12,1,2,0
2961.0,27685.0,9,0.955,22,2,0,1
800.0,10737.0,7,0.566,7,2,1,0
7767.0,21505.0,2,0.813,1,1,0,0
2736.0,8827.0,9,0.548,9,2,2,0
5958.0,20422.0,1,0.731,2,1,2,0
7028.0,6478.0,1,0.953,20,2,2,1
3695.0,17530.0,5,0.824,7,1,1,0
3826.0,0.0,1,0.759,0,1,2,0
1858.0,12505.0,9,0.867,13,3,2,0
800.0,9879.0,5,0.846,3,3,1,0
4602.0,15087.0,5,0.939,29,1,0,1
4869.0,9240.0,8,0.838,18,2,2,1
2548.0,23244.0,5,0.724,3,2,1,0
5105.0,0.0,5,0.537,21,3,1,1
7829.0,19681.0,6,0.703,11,1,0,1
4369.0,10887.0,9,0.687,29,2,1,1
2735.0,5314.0,2,0.722,7,1,1,0
6662.0,3479.0,5,0.943,5,3,2,1
3294.0,0.0,3,0.782,13,2,1,1
3925.0,0.0,2,0.872,4,3,2,1
2856.0,19978.0,8,0.515,18,3,1,0
6162.0,13515.0,5,0.627,25,3,0,1
6875.0,21956.0,3,0.785,24,2,1,1
7736.0,23024.0,4,0.571,0,2,0,0
5376.0,7580.0,4,0.506,6,3,0,1
2425.0,10092.0,0,0.785,27,2,2,1
9285.0,11100.0,4,0.86,28,1,0,1
3566.0,0.0,4,0.875,13,3,2,1
9246.0,18682.0,5,0.71,23,1,0,1
3349.0,0.0,0,0.958,15,3,1,1
5376.0,0.0,1,0.562,2,1,2,0
2503.0,1707.0,3,0.807,2,1,2,0
5681.0,11255.0,4,0.679,10,3,1,1
3641.0,0.0,9,0.967,2,1,2,0
8391.0,14502.0,9,0.551,5,1,0,0
4148.0,23033.0,5,0.954,6,3,0,1
4899.0,5459.0,4,0.935,3,1,0,1
4250.0,12424.0,7,0.635,3,1,1,0
5388.0,5243.0,8,0.707,6,3,0,1
6969.0,18730.0,7,0.917,21,2,2,1
6593.0,20756.0,7,0.757,29,2,1,1
5590.0,29098.0,5,0.654,29,1,2,0
5490.0,13732.0,0,0.941,20,3,0,1
4205.0,0.0,9,0.808,1,2,0,1
1827.0,5401.0,0,0.602,24,1,0,0
6263.0,1539.0,9,0.86,24,3,1,1
6648.0,15799.0,7,0.806,11,1,0,0
7400.0,14246.0,0,0.833,29,2,0,1
3169.0,31097.0,6,0.903,14,1,1,0
8823.0,17836.0,7,0.675,26,3,1,1
3257.0,3742.0,4,0.871,18,2,0,1
2009.0,22672.0,1,0.54,25,2,2,0
4982.0,11206.0,8,0.681,15,2,1,1
4328.0,3536.0,3,0.879,3,1,0,1
6393.0,16148.0,7,0.52,26,2,2,1
4892.0,0.0,0,0.591,2,1,2,0
4318.0,24776.0,0,0.944,22,3,1,1
7485.0,0.0,9,0.963,3,1,2,0
4546.0,22961.0,7,0.805,14,1,2,0
4469.0,11233.0,6,0.82,14,3,2,1
7161.0,13875.0,7,0.929,20,3,1,1
5252.0,18791.0,8,0.971,16,1,1,0
4761.0,8204.0,1,0.876,2,3,1,1
5669.0,14674.0,1,0.613,16,1,0,0
5862.0,10794.0,3,0.692,22,2,1,1
6278.0,2115.0,9,0.763,28,2,0,1
3383.0,11688.0,5,0.59,10,3,0,1
6060.0,17190.0,7,0.879,16,3,1,1
2857.0,18294.0,0,0.578,20,3,0,1
6884.0,22816.0,6,0.527,14,2,2,0
7689.0,12028.0,3,0.598,14,2,2,1
2990.0,19152.0,6,0.564,5,2,2,0
3486.0,11019.0,3,0.717,20,3,2,1
5211.0,22602.0,8,0.517,7,1,1,0
4361.0,20625.0,8,0.675,24,3,1,1
4788.0,6950.0,0,0.914,29,3,1,1
6410.0,5779.0,2,0.733,13,2,0,1
6928.0,19924.0,3,0.625,17,2,2,1
1553.0,19438.0,8,0.783,1,3,2,0
4490.0,14530.0,2,0.65,22,2,1,1
800.0,21793.0,7,0.623,20,2,2,0
3128.0,8639.0,7,0.747,3,3,1,1
7020.0,6205.0,1,0.83,15,2,0,1
2002.0,9394.0,1,0.963,10,1,1,0
5407.0,23334.0,5,0.967,5,1,0,0
4535.0,1883.0,4,0.657,6,2,0,1
4240.0,3827.0,3,0.707,13,3,1,1
4217.0,0.0,9,0.758,1,1,1,0
5085.0,0.0,9,0.735,6,3,1,1
4411.0,20011.0,2,0.934,12,3,0,1
4577.0,22528.0,9,0.538,7,3,1,0
1937.0,5790.0,6,0.75,15,1,2,0
6094.0,18247.0,8,0.964,9,1,1,0
3435.0,16301.0,1,0.57,14,3,2,0
1626.0,3166.0,4,0.86,23,2,0,1
2182.0,0.0,4,0.599,2,3,0,1
3307.0,0.0,2,0.798,4,2,0,1
6713.0,13678.0,2,0.851,5,3,2,0
6737.0,21536.0,5,0.71,23,1,1,1
6002.0,22842.0,8,0.603,23,1,2,0
1611.0,24985.0,9,0.501,23,1,1,0
4652.0,18134.0,0,0.597,9,2,0,0
6185.0,19596.0,0,0.977,28,2,1,1
6013.0,16350.0,4,0.787,2,3,1,1
2773.0,9722.0,2,0.631,8,2,2,0
3319.0,13760.0,8,0.666,29,1,2,0
6492.0,10987.0,8,0.735,15,1,0,1
800.0,26709.0,2,0.721,15,3,1,0
7269.0,24277.0,4,0.92,8,1,1,1
4115.0,23890.0,0,0.579,7,2,1,1
3261.0,8021.0,6,0.66,3,2,2,0
4412.0,12893.0,1,0.977,8,1,2,0
3854.0,17730.0,7,0.541,5,1,2,0
2543.0,22058.0,8,0.645,8,2,2,0
4654.0,12322.0,0,0.616,7,1,0,0
5124.0,6599.0,2,0.613,9,3,0,1
1947.0,0.0,8,0.828,22,3,0,1
4000.0,22031.0,2,0.679,0,3,0,0
4325.0,33034.0,5,0.612,15,1,0,0
6573.0,5664.0,6,0.652,15,1,0,1
2369.0,21100.0,8,0.898,2,1,2,0
2968.0,28967.0,0,0.804,21,2,1,0
3617.0,24229.0,8,0.735,13,3,2,0
7621.0,22914.0,8,0.595,1,3,2,0
2277.0,7854.0,6,0.608,11,2,0,0
7125.0,21109.0,4,0.893,28,2,2,1
1869.0,34784.0,8,0.582,17,2,0,0
5980.0,0.0,7,0.985,1,2,1,1
4776.0,3022.0,8,0.966,20,2,2,1
3687.0,29013.0,7,0.559,28,2,1,1
3560.0,18706.0,3,0.623,19,1,0,0
4000.0,33524.0,1,0.512,28,3,1,0
3953.0,18163.0,9,0.578,0,1,0,0
4839.0,0.0,5,0.993,7,2,1,1
4006.0,17616.0,5,0.864,11,2,2,0
5835.0,0.0,8,0.912,22,2,2,1
8091.0,9079.0,5,0.654,4,3,0,1
4925.0,22466.0,5,0.672,12,1,0,0
4808.0,14274.0,3,0.895,9,3,1,1
3471.0,4798.0,0,0.764,4,2,1,1
5066.0,17933.0,9,0.982,20,3,2,1
6177.0,0.0,7,0.673,8,2,2,1
3365.0,15984.0,7,0.926,26,1,1,1
2875.0,18736.0,0,0.938,6,3,0,1
8771.0,24813.0,5,0.718,10,1,0,0
4797.0,19641.0,4,0.629,20,3,1,1
984.0,20772.0,3,0.906,26,3,2,0
1947.0,9088.0,7,0.968,15,1,0,1
5470.0,20478.0,2,0.572,2,3,0,0
6552.0,21451.0,0,0.511,21,1,2,1
2469.0,26167.0,1,0.528,19,1,1,0
4339.0,8241.0,6,0.731,28,1,0,1
1432.0,5446.0,0,0.529,27,1,2,0
5052.0,14385.0,1,0.62,22,1,0,1
4454.0,16523.0,3,0.911,21,1,2,0
1618.0,9724.0,7,0.522,4,2,1,0
4798.0,7609.0,2,0.682,24,1,0,1
5023.0,21729.0,2,0.625,16,3,0,1
4218.0,7484.0,5,0.662,26,2,0,1
1575.0,19489.0,6,0.593,15,3,1,0
818.0,7351.0,3,0.856,22,2,2,0
4073.0,16019.0,5,0.659,26,1,1,1
3168.0,38321.0,5,0.775,27,1,1,0
4277.0,14881.0,9,0.59,12,2,2,0
4390.0,14425.0,7,0.77,0,3,1,0
4183.0,2372.0,5,0.921,12,3,0,1
7387.0,21583.0,6,0.779,7,3,1,1
6364.0,5739.0,6,0.728,9,3,2,1
5253.0,24098.0,7,0.983,28,3,1,1
6334.0,14330.0,0,0.629,11,3,1,1
2859.0,19157.0,6,0.596,5,1,2,0
6451.0,12750.0,4,0.904,2,3,1,1
4531.0,8776.0,1,0.533,19,3,1,1
4147.0,0.0,8,0.835,27,2,0,1
5251.0,18446.0,3,0.763,2,3,2,1
6097.0,6139.0,8,0.512,1,3,2,0
2191.0,22147.0,7,0.945,4,3,0,0
8367.0,14320.0,0,0.543,4,1,0,0
5777.0,14284.0,2,0.642,28,3,2,1
1584.0,17332.0,5,0.514,24,3,2,0
4120.0,36769.0,6,0.528,4,2,1,0
4172.0,10117.0,2,0.733,18,2,0,1
3315.0,1597.0,7,0.975,7,2,0,1
1500.0,18041.0,7,0.591,22,3,2,0
5569.0,16516.0,5,0.773,22,3,0,1
3800.0,0.0,3,0.625,15,1,1,1
3827.0,33303.0,2,0.562,28,3,2,0
800.0,1051.0,8,0.867,13,1,2,0
3038.0,6430.0,9,0.74,11,2,1,1
800.0,24110.0,5,0.574,28,3,1,0
11048.0,22325.0,4,0.704,25,1,1,1
2913.0,16531.0,1,0.75,3,3,1,1
3463.0,12904.0,9,0.758,12,2,1,1
1816.0,1281.0,8,0.759,0,2,1,1
3892.0,8976.0,3,0.502,10,1,2,0
6437.0,0.0,6,0.788,26,1,2,1
5374.0,13122.0,3,0.598,11,2,1,0
5252.0,11651.0,8,0.744,12,1,1,0
2743.0,19931.0,4,0.805,10,1,1,0
6070.0,23936.0,1,0.778,19,3,0,1
8745.0,18139.0,9,0.644,21,3,2,1
8550.0,16294.0,6,0.962,20,3,0,1
2394.0,31382.0,3,0.894,22,1,2,0
5644.0,19131.0,4,0.803,1,2,2,0
5695.0,15311.0,0,0.737,8,1,0,0
7639.0,21699.0,3,0.745,12,1,1,0
4361.0,6855.0,3,0.994,5,1,1,0
7159.0,17847.0,7,0.504,25,3,1,1
3110.0,909.0,6,0.599,12,3,0,1
6798.0,17866.0,1,0.596,20,1,1,0
6219.0,24633.0,5,0.667,24,3,2,0
4248.0,15426.0,9,0.542,19,1,0,0
5764.0,7261.0,5,0.832,12,2,2,1
4556.0,0.0,1,0.777,29,3,0,1
4607.0,30262.0,1,0.746,4,1,2,0
4819.0,0.0,7,0.66,2,2,0,1
5867.0,19584.0,1,0.57,0,2,1,0
3990.0,21364.0,2,0.656,16,1,2,0
5565.0,19660.0,8,0.51,20,3,2,0
4818.0,17602.0,2,0.893,11,3,0,1
3104.0,2303.0,9,0.819,6,3,0,1
6646.0,23751.0,8,0.975,8,3,1,1
3819.0,28326.0,6,0.713,25,2,0,1
6425.0,13974.0,5,0.776,1,3,1,1
4968.0,14124.0,6,0.955,7,2,1,1
5322.0,15159.0,7,0.661,6,2,1,1
5983.0,29719.0,3,0.578,19,2,0,0
4631.0,4184.0,3,0.685,21,1,1,1
6922.0,13420.0,9,0.825,17,3,0,1
3322.0,4373.0,3,0.504,24,3,0,1
2525.0,26002.0,1,0.566,15,2,1,0
3813.0,27337.0,1,0.537,11,2,0,0
4924.0,13380.0,4,0.615,21,3,1,1
6047.0,872.0,2,0.669,12,3,2,1
6103.0,5513.0,3,0.603,29,1,0,1
6502.0,0.0,0,0.957,5,2,0,1
4025.0,20258.0,7,0.654,15,1,2,0
8145.0,2059.0,6,0.512,15,1,2,0
4210.0,1366.0,2,0.763,2,2,0,1
6382.0,8813.0,0,0.825,24,3,0,1
4585.0,22608.0,4,0.769,18,1,2,0
800.0,12538.0,7,0.917,15,3,2,0
1813.0,0.0,6,0.559,26,1,0,1
7323.0,25320.0,4,0.812,11,1,2,0
5070.0,0.0,3,0.962,25,1,0,1
5115.0,14094.0,7,0.754,19,3,2,0
7034.0,18825.0,3,0.56,12,1,1,0
4167.0,18318.0,4,0.84,2,2,2,0
4943.0,4796.0,7,0.568,6,1,2,0
5789.0,4303.0,3,0.578,7,1,1,0
4722.0,19312.0,8,0.858,13,2,0,1
5555.0,2933.0,6,0.914,21,3,1,1
3128.0,26052.0,2,0.521,21,1,0,0
9752.0,11410.0,5,0.976,19,3,0,1
1390.0,0.0,6,0.892,22,1,2,1
4582.0,23912.0,3,0.97,3,1,1,0
3440.0,16653.0,0,0.52,2,3,1,0
1756.0,8866.0,6,0.512,8,3,0,0
7845.0,15868.0,5,0.517,16,1,0,1
5582.0,9941.0,0,0.992,25,3,1,1
2215.0,15614.0,5,0.58,11,2,0,0
4665.0,31400.0,4,0.776,2,2,2,0
2544.0,0.0,8,0.922,27,3,2,1
4437.0,16443.0,6,0.982,24,3,0,1
3506.0,34018.0,2,0.695,25,1,1,0
9076.0,13963.0,3,0.748,21,3,1,1
3313.0,17054.0,8,0.678,2,1,2,0
4062.0,29387.0,2,0.803,6,3,2,0
6910.0,24128.0,4,0.893,27,3,0,1
5723.0,19724.0,7,0.87,18,3,2,1
1729.0,17274.0,2,0.924,27,1,2,0
5538.0,14069.0,0,0.901,27,1,2,1
3704.0,24747.0,2,0.776,19,1,0,0
3113.0,18328.0,8,0.701,25,3,2,0
1810.0,20020.0,4,0.731,22,3,0,0
5280.0,14377.0,8,0.912,10,3,2,1
800.0,8004.0,4,0.503,3,2,0,0
5676.0,16938.0,8,0.737,22,3,0,1
7444.0,22038.0,9,0.88,6,2,1,1
2573.0,20106.0,1,0.991,15,2,0,1
3048.0,342.0,3,0.551,9,1,2,0
8544.0,20883.0,8,0.523,6,2,2,0
4451.0,6847.0,7,0.595,16,2,0,1
5516.0,32659.0,6,0.963,0,2,0,0
7141.0,5072.0,1,0.513,25,3,2,1
7268.0,20993.0,8,0.785,11,2,1,1
4090.0,7639.0,2,0.587,20,2,1,1
4055.0,15816.0,5,0.755,25,2,0,1
3949.0,18736.0,4,0.709,6,2,1,1
