income,credit_score,age,loan_amount,zip_code,gender,approved
39818.0,637.0,37,26785.0,4,0,0
30177.0,673.0,40,10140.0,2,0,1
67348.0,630.0,61,24418.0,2,1,1
56100.0,779.0,66,25005.0,3,1,1
35651.0,689.0,32,14426.0,4,1,0
35574.0,709.0,26,24656.0,2,1,1
49963.0,703.0,37,22084.0,4,0,0
80035.0,744.0,39,15689.0,1,1,1
51106.0,664.0,46,11932.0,1,1,1
32453.0,546.0,68,4299.0,2,1,1
51314.0,682.0,64,22797.0,4,1,0
50909.0,598.0,64,7482.0,2,1,1
15000.0,608.0,52,20763.0,4,1,0
54186.0,697.0,26,17892.0,4,1,0
51536.0,749.0,56,25433.0,3,0,1
65443.0,652.0,58,17584.0,3,0,1
82734.0,675.0,31,17364.0,3,0,1
71898.0,786.0,53,25855.0,2,0,1
50967.0,669.0,44,22680.0,3,0,1
38402.0,850.0,43,22529.0,3,0,0
93600.0,695.0,35,23754.0,1,1,1
55888.0,509.0,47,7715.0,4,1,0
55209.0,710.0,31,26054.0,4,0,0
54638.0,680.0,37,24900.0,3,1,1
57971.0,753.0,34,11867.0,4,0,1
52835.0,704.0,47,18047.0,1,1,1
46395.0,639.0,38,19686.0,1,1,1
46797.0,552.0,48,18924.0,3,1,0
54509.0,633.0,67,22671.0,1,1,0
46849.0,582.0,67,31451.0,4,1,0
44307.0,604.0,24,28654.0,2,1,0
56596.0,697.0,27,9502.0,4,0,1
51175.0,784.0,65,24977.0,2,0,1
77560.0,682.0,55,30631.0,3,1,1
15235.0,554.0,68,23094.0,2,0,0
71373.0,686.0,29,28728.0,1,1,1
73691.0,746.0,28,36098.0,4,0,0
23899.0,601.0,65,28190.0,2,1,0
49860.0,639.0,37,21994.0,4,0,0
49428.0,651.0,37,28361.0,3,1,1
33887.0,587.0,69,21159.0,3,0,0
43333.0,702.0,53,20191.0,1,1,1
38341.0,640.0,52,17189.0,3,0,1
81284.0,684.0,28,32507.0,2,1,1
69035.0,579.0,39,13453.0,3,1,1
74073.0,615.0,58,32259.0,1,1,1
65825.0,708.0,23,23999.0,4,0,0
38064.0,620.0,25,8806.0,4,0,0
47132.0,788.0,33,22941.0,3,0,1
62341.0,618.0,67,3200.0,2,1,1
36668.0,668.0,66,25004.0,1,0,0
65695.0,725.0,51,27082.0,2,1,1
51395.0,537.0,36,15261.0,1,0,0
49378.0,509.0,52,20988.0,3,0,1
65664.0,528.0,42,35633.0,1,0,1
61664.0,751.0,49,15954.0,1,0,1
49586.0,606.0,42,11529.0,3,1,1
72390.0,850.0,63,31853.0,2,0,1
38784.0,605.0,23,35701.0,3,0,0
64239.0,665.0,30,20030.0,1,1,1
63897.0,773.0,62,28092.0,3,1,1
50357.0,810.0,41,30732.0,1,0,1
59892.0,815.0,36,14060.0,3,0,1
36233.0,747.0,32,16118.0,4,1,0
68860.0,732.0,22,29847.0,4,1,0
52226.0,697.0,61,33480.0,3,1,0
47159.0,712.0,44,24503.0,2,0,1
70735.0,606.0,55,12961.0,1,0,1
44435.0,585.0,50,35896.0,4,0,0
33873.0,650.0,50,15752.0,2,1,0
31651.0,636.0,67,17319.0,1,1,1
64090.0,614.0,55,22739.0,4,1,0
35794.0,706.0,39,32433.0,4,0,0
81322.0,726.0,28,26832.0,3,1,1
23771.0,657.0,46,23319.0,1,0,0
80447.0,768.0,69,23706.0,2,1,1
58165.0,559.0,60,20348.0,2,0,1
53549.0,635.0,27,24465.0,2,0,1
46826.0,593.0,50,1000.0,1,1,1
60987.0,501.0,27,17627.0,2,0,1
54435.0,643.0,23,21931.0,2,1,1
71550.0,640.0,21,10792.0,2,0,1
56713.0,771.0,56,23091.0,3,1,1
57255.0,700.0,45,18364.0,3,1,1
49546.0,568.0,57,34044.0,1,0,0
54146.0,798.0,21,32584.0,1,1,1
59617.0,748.0,35,16274.0,2,0,1
29347.0,697.0,57,18793.0,3,1,1
34777.0,632.0,33,19408.0,4,1,0
66149.0,573.0,60,16387.0,4,1,0
57563.0,620.0,28,21560.0,2,1,1
52240.0,737.0,25,13934.0,2,0,1
55277.0,801.0,29,10955.0,3,1,1
60214.0,773.0,21,24982.0,3,1,1
46904.0,611.0,56,25036.0,3,0,1
43325.0,560.0,55,13565.0,1,0,0
57938.0,661.0,22,27163.0,1,0,0
40324.0,509.0,60,14947.0,2,0,0
61124.0,676.0,43,22025.0,1,0,1
29461.0,638.0,29,26563.0,3,0,0
70437.0,613.0,54,19731.0,3,1,0
62089.0,522.0,66,23638.0,1,0,1
58840.0,691.0,34,15869.0,4,1,0
69740.0,607.0,24,18428.0,2,0,1
79982.0,556.0,50,18353.0,4,1,0
70216.0,420.0,51,14027.0,2,1,0
27387.0,648.0,58,18586.0,4,1,0
35806.0,792.0,31,7611.0,1,0,1
45628.0,783.0,55,16071.0,2,0,1
55391.0,613.0,28,17721.0,2,0,0
62765.0,602.0,23,17951.0,2,0,1
44114.0,688.0,34,18068.0,3,1,0
57802.0,570.0,33,19506.0,3,0,1
43669.0,674.0,65,23836.0,4,1,0
45827.0,711.0,52,26996.0,1,1,1
33900.0,748.0,54,14802.0,3,0,0
41152.0,642.0,65,10374.0,2,0,1
34725.0,634.0,39,11664.0,3,0,1
40362.0,580.0,58,16102.0,1,1,1
70805.0,584.0,36,17185.0,3,0,1
40759.0,632.0,22,13840.0,2,1,1
94486.0,679.0,60,9631.0,4,0,0
62400.0,723.0,37,16351.0,2,1,1
57773.0,586.0,54,21451.0,1,0,1
42125.0,769.0,62,24760.0,4,0,0
65505.0,628.0,36,15541.0,3,1,1
46365.0,648.0,58,16696.0,3,0,0
56830.0,590.0,22,12586.0,3,0,1
93401.0,456.0,22,19748.0,4,0,1
53559.0,721.0,46,13213.0,2,0,1
72239.0,709.0,33,24585.0,4,0,0
44452.0,627.0,67,5713.0,4,0,0
54475.0,655.0,51,17123.0,1,0,0
81562.0,691.0,54,22409.0,4,1,1
45595.0,525.0,59,21471.0,3,1,0
82187.0,608.0,23,41544.0,2,0,1
65616.0,714.0,28,22798.0,2,0,1
46563.0,550.0,43,11968.0,2,0,0
64486.0,673.0,34,19236.0,3,1,1
69588.0,541.0,47,5790.0,3,1,1
64327.0,687.0,49,19355.0,3,0,1
31447.0,647.0,59,13336.0,3,1,0
44093.0,521.0,59,27323.0,3,0,0
51287.0,743.0,21,15604.0,4,0,0
53883.0,591.0,37,19066.0,3,0,0
64310.0,585.0,61,14916.0,3,0,1
57666.0,666.0,50,33911.0,3,1,1
34970.0,742.0,33,17430.0,3,1,0
60703.0,569.0,41,34660.0,2,0,1
64159.0,655.0,39,26513.0,3,1,1
63397.0,684.0,39,23857.0,4,1,0
71212.0,705.0,45,22950.0,4,0,0
67509.0,664.0,42,23150.0,4,1,1
61888.0,621.0,51,4579.0,1,0,1
53948.0,584.0,37,17769.0,2,0,1
30086.0,657.0,43,26761.0,3,0,0
61444.0,564.0,52,19609.0,1,0,1
58115.0,416.0,30,8758.0,3,1,1
59074.0,685.0,30,19581.0,1,0,1
35849.0,722.0,56,33633.0,1,1,1
38784.0,461.0,28,29975.0,4,0,0
70797.0,569.0,40,19504.0,4,0,0
54407.0,700.0,52,27612.0,1,1,1
65223.0,815.0,34,17068.0,4,0,1
55425.0,652.0,48,6369.0,1,1,1
55446.0,592.0,66,12604.0,2,1,1
